video_id,final_views,num_country,num_country_quantile,final_views_quantile,quantile
2JXR4OC9wpA,172121,4,2,1,21
4NmoQLn9B0Y,172750,4,2,1,21
6hcodsZVPCQ,108274,4,2,1,21
B5b9-Yelo0U,176787,4,2,1,21
ButhyjL5BXs,109676,4,2,1,21
Cb67jbCUrAw,106511,4,2,1,21
KAplDpUA6U4,138142,4,2,1,21
LK-wmIBMrxA,112178,4,2,1,21
Lr7Qi7eQcEs,124241,4,2,1,21
MWvwTp9tjKk,166005,4,2,1,21
MoVPAA37POE,105059,4,2,1,21
Ou2IFBcJxHE,127167,4,2,1,21
XrDJoejz2Js,167642,4,2,1,21
YE4aOmk9GF8,173396,4,2,1,21
YwOk5RbmaY4,90357,4,2,1,21
ePRVPgSa6KM,157579,5,2,1,21
jyz3kpAsq6A,184236,4,2,1,21
lCQha76TldU,138335,4,2,1,21
sg9lsoTDJ0g,145056,4,2,1,21
t-RBnEcMXPY,195079,5,2,1,21
tPXe-6KBvuY,165790,4,2,1,21
xX0oN3jr5oU,189696,5,2,1,21
ZyBfYjOsc7Y,107197,4,2,1,21
fHbmhQC4fUI,102397,4,2,1,21
obd4UY6Rwxc,88076,4,2,1,21
u4-Wz5NSRUk,152087,5,2,1,21
upe1Y8KPiDE,98199,4,2,1,21
wfdUIMHA_rc,81343,5,2,1,21
zQN5Kd9Ed_c,154875,4,2,1,21
85gSQfwUqiU,150845,4,2,1,21
BrEuciHkkNI,98926,4,2,1,21
et60KP8myFg,92247,4,2,1,21
xnUp_6_zQq0,101078,4,2,1,21
6ESFzGJB5X0,90385,4,2,1,21
V7GW2vIS364,86764,4,2,1,21
d7FoGya-iuU,151639,4,2,1,21
hVo81tRPUlk,168352,5,2,1,21
jp_c_IpuNqQ,131916,4,2,1,21
IZIACjdbWdI,85152,4,2,1,21
RQIvSQ-qVFo,162276,4,2,1,21
JBZKBdHgXCk,130988,4,2,1,21
JiR2xftUOBQ,169830,5,2,1,21
JgQyApiEtwM,80773,5,2,1,21
jGd-Wlb6NME,139317,5,2,1,21
lb9uSitTiYA,96198,4,2,1,21
xCn4L7V0Kog,103137,4,2,1,21
zJsQMRWNOQ8,113681,4,2,1,21
7pYBZ3Est_o,120252,5,2,1,21
FdxuxoGgfOk,131250,5,2,1,21
GCdJULlxpZM,115951,4,2,1,21
SdxhexZhSBM,140971,4,2,1,21
YlwGXPXMkfU,188595,4,2,1,21
aKk1-6UkjlQ,115353,5,2,1,21
cMcq9pHezgY,180705,5,2,1,21
l9Mj0RIcvT8,130294,4,2,1,21
sFdaIRLBQtU,90423,4,2,1,21
BhWzqlzMAhg,166670,4,2,1,21
5DNr8onD9GM,133969,5,2,1,21
hyEJJWY0gGw,125560,4,2,1,21
mFfNG8vuDDk,144640,5,2,1,21
A8s9UCn7GqI,176661,4,2,1,21
aJOloPMdntY,94351,5,2,1,21
s-2eer_QpLQ,174167,5,2,1,21
sPXHBjdUsUM,178286,5,2,1,21
Qdtp36W8Ud4,96220,4,2,1,21
XVHVS0-ZcK4,153067,4,2,1,21
jCKlf_gurjo,138240,4,2,1,21
52wCiWdayuU,94495,4,2,1,21
TPZx3FSB2uw,154405,4,2,1,21
1YdzxXIi9xM,89199,5,2,1,21
D0oRSUknGQY,95048,5,2,1,21
Kj3VNmiwjzM,123106,5,2,1,21
Sh4RHzpIels,99852,4,2,1,21
VVXZVbU5hpU,90998,5,2,1,21
Y04RJYw8x4g,143470,5,2,1,21
bQ6XFqckM3s,107848,5,2,1,21
iiEpvYF2MvM,117180,5,2,1,21
kOJ2xj20XXk,79926,5,2,1,21
OLCTl041KjM,186286,5,2,1,21
Oaouh4GPZXM,162998,5,2,1,21
k8q6oCxYdH4,107294,4,2,1,21
wnp-Nngq2XU,194725,5,2,1,21
AD67FUTPDtE,195643,4,2,1,21
D-C_gdD5dVw,88311,4,2,1,21
QPkBkCK9hJw,117066,5,2,1,21
VCS9J_QeXtU,192204,4,2,1,21
jfV6q1UfVaU,122783,4,2,1,21
rJTxFxEUoRE,103120,4,2,1,21
BM5oYyjptIA,97145,5,2,1,21
Y3mhQPr9lNA,118015,5,2,1,21
9CQnm1hzH00,115581,5,2,1,21
F4nEC1aTwEU,161432,5,2,1,21
GRPAjFhT22Y,123919,5,2,1,21
Q7AiK6Qo3Pk,132212,4,2,1,21
SlpLShQO_M4,193823,5,2,1,21
nUCye0fpwVU,89280,4,2,1,21
PdJ-yOi9XWw,99004,5,2,1,21
QEztsVPLfrk,113269,5,2,1,21
aBT56U0JDh8,129443,4,2,1,21
h2E3qM38WEU,171160,4,2,1,21
xkC5ZrTZQh4,117267,5,2,1,21
7fMh_iuDb3w,83758,5,2,1,21
CTdNZexATLM,163106,4,2,1,21
GWLhOdcMKWw,135540,4,2,1,21
_pipW4_j-WY,93719,4,2,1,21
eQ0S8b0cQwc,161592,4,2,1,21
_2OAkZvGE4g,89788,4,2,1,21
lwLsQGBu-gY,86630,5,2,1,21
0rCVrQiIXtE,186594,4,2,1,21
8Rdk9NSTQAU,84493,4,2,1,21
aXkUC9Gg1MQ,152975,4,2,1,21
miBiCpdjvF0,119309,5,2,1,21
n22yzcvILhw,122050,5,2,1,21
r6nlgOeOSOU,117939,5,2,1,21
MioqWglIYu4,101878,5,2,1,21
SK8GsffObw4,102563,4,2,1,21
okssEQByEUE,84129,4,2,1,21
VNmbqmwG6aA,131893,5,2,1,21
fUCtO5N-RNw,140044,5,2,1,21
OqKl3nlkdeE,94225,5,2,1,21
XkOSR2o20S4,80692,5,2,1,21
koHH8SgpxOo,125426,4,2,1,21
2oYGO9MGsdk,191482,4,2,1,21
3no0VHjm1vg,182072,4,2,1,21
Um1hrHCB074,173725,4,2,1,21
o4mbf1vGpmY,188594,5,2,1,21
w1d_XusHclc,184191,4,2,1,21
0KY0mIMe8mY,155638,5,2,1,21
2104fYZwIEk,186582,5,2,1,21
Ey2pmV_bLx0,146572,4,2,1,21
iy9GOlnRz00,173219,4,2,1,21
jzyvIWqDGUo,134098,4,2,1,21
zEZdn3LNK4c,192560,4,2,1,21
dyyntQ9ky1A,134709,5,2,1,21
xe7VhjlmveU,129513,4,2,1,21
21JIb-VV9Lg,159537,4,2,1,21
6O-Aby-eI24,90653,4,2,1,21
a7qtvklhnfI,175834,5,2,1,21
ckJN9F8b0k0,154733,4,2,1,21
q9lqSbF3h40,83335,4,2,1,21
LpF5b8k-hzg,78595,5,2,1,21
buxVjBbx4pg,186914,5,2,1,21
o9umgMXyi7E,169575,4,2,1,21
omJXXCnQ-O8,138605,4,2,1,21
uV_o8SlQg7I,108137,5,2,1,21
I9H1NWemZQs,186107,5,2,1,21
PMiihGeks98,148218,5,2,1,21
dBcXS9vD0yM,169111,4,2,1,21
fd82o4m6LZU,186008,5,2,1,21
MTKMUEpHWoE,107558,4,2,1,21
Yluhq8_w3C0,127117,4,2,1,21
tT-retVlrMA,177345,4,2,1,21
GQ5mAyA9xwg,142086,4,2,1,21
GquHN2S1IIE,120341,4,2,1,21
zS5ph-Uh_ec,110046,5,2,1,21
4qnoisP9McE,151716,5,2,1,21
NEI1a5aDHjs,123285,5,2,1,21
SQwDdRcEgX0,194476,4,2,1,21
Sh1WVtcNOMU,106488,5,2,1,21
iQbDQJZNU1Q,124052,4,2,1,21
J5oIvcErBck,136531,5,2,1,21
yqvwOHWbHTY,126754,5,2,1,21
2wDfa3rED70,189959,4,2,1,21
gVtnJxXNflQ,184150,5,2,1,21
o9SL1t-uYzE,96123,4,2,1,21
yyk_iPd36ms,138201,5,2,1,21
z81D4OKU4lc,177239,4,2,1,21
9S2hioP4baE,133589,4,2,1,21
WH-pbgMOBOQ,88273,4,2,1,21
heTk2OTrZz4,107622,4,2,1,21
v2QTL5kMOQU,84488,5,2,1,21
PmtcUW1QrmE,154059,4,2,1,21
nDOcdGmBGHI,184818,4,2,1,21
q-gIXWttSdM,107834,5,2,1,21
shau-XNyHXU,144768,4,2,1,21
xLFM8fT-rIU,104153,5,2,1,21
y341LnogdnY,160749,5,2,1,21
zdSk96mgeuI,140941,4,2,1,21
_t331eug67A,135872,5,2,1,21
xhZnDEpqfxU,168759,4,2,1,21
u-ik39fYK1U,167376,4,2,1,21
uGlR8x4W7FY,78877,5,2,1,21
yGAxT7Nce_E,109248,4,2,1,21
2yFKJdrM0n4,157909,5,2,1,21
N-4ebP4zC2U,137825,5,2,1,21
EiGkQjgRfWg,141083,5,2,1,21
QKb3crTe8YA,78330,4,2,1,21
beLF2BWBRMY,163004,4,2,1,21
gOe3kPfr2oI,101734,4,2,1,21
mTMqQH32xv0,127992,4,2,1,21
yjvioBDbQqY,160167,5,2,1,21
Dks9DjnPhbQ,164885,5,2,1,21
Rt2lNavl9Jg,94242,4,2,1,21
1DzJl2gDLeA,159897,5,2,1,21
X7xCOpffeTs,151677,4,2,1,21
eEoxPR68N3Q,87419,4,2,1,21
pm0CrY_OwRc,190668,5,2,1,21
wFGeCu4Y1xU,99711,5,2,1,21
9jZBQT--Vyc,116344,4,2,1,21
AkATfwIFWV0,98734,4,2,1,21
Q3pai_bUN24,193109,4,2,1,21
nnFrJNdqYZM,114889,5,2,1,21
qILxNEVMJo4,148099,5,2,1,21
-NVaEnn7pJ4,85378,5,2,1,21
WKOAfTnLWQg,98956,4,2,1,21
xiJiihGxLmI,83279,5,2,1,21
AI89qTEAkCA,144394,4,2,1,21
OqMd_e12zEM,118282,4,2,1,21
Zk7NkRs3yTI,104377,5,2,1,21
grFKrO1XPmg,103981,4,2,1,21
upeVdTZPQ3U,83789,5,2,1,21
vpahnMWQjrI,150036,4,2,1,21
0n8PgSd-XNk,89317,4,2,1,21
A3SxVAG-X7g,163525,5,2,1,21
Nj5asHyI2T0,146263,4,2,1,21
WCkO2lNjn-U,133874,5,2,1,21
j1wkSbxTCeU,131423,5,2,1,21
ub4Uo41Dk1Q,165512,4,2,1,21
hZ33trhPMtQ,140634,4,2,1,21
pKAJ7uw3efI,113050,5,2,1,21
ecHoHHSMXRo,81070,5,2,1,21
n4Wkw5pCGYc,100587,5,2,1,21
vPlLB7rJn2E,166253,4,2,1,21
FH0rOZsu63I,168177,4,2,1,21
SCiPLJc8l7g,175326,4,2,1,21
bP63ptGWGYk,123705,4,2,1,21
nIgidp93jxg,168470,4,2,1,21
nzTB5ys14UY,112939,4,2,1,21
SOjLnJd02nY,102310,4,2,1,21
9C9soLQeYwc,113081,5,2,1,21
c96YD5eBsnw,127002,4,2,1,21
sFr0gCYOeAU,89779,4,2,1,21
y_KnPMOP4aA,121469,5,2,1,21
9k9ePW8hhgY,79601,4,2,1,21
R9fqMWOw8g4,95452,4,2,1,21
WKaQeZbMDmo,109207,5,2,1,21
aiQHIDUY1-c,165017,4,2,1,21
6oz_6yg8DDk,194246,5,2,1,21
W0vLHN-TxcA,139453,5,2,1,21
p8rS91f5RFY,97313,5,2,1,21
sGFWkziI9Zg,129297,4,2,1,21
FBzVqpjCKvE,127229,4,2,1,21
V1WU3VgaplM,158203,5,2,1,21
jt4SoQ5wU2I,125224,5,2,1,21
tHz8PMGvWMo,96827,4,2,1,21
tOD31_ktWNs,84781,4,2,1,21
DIn6huCwK-g,195696,5,2,1,21
GMcH7MuJjbE,81664,5,2,1,21
WTCtkKhJQy4,169808,5,2,1,21
xk4wpaOU7dU,158067,5,2,1,21
CCkkoKIQ2PM,126570,4,2,1,21
QMf-TNHHEE8,121395,4,2,1,21
RVGtI_atY8U,192790,4,2,1,21
YjUtATutQxA,159763,5,2,1,21
e58bSlbjeuY,128517,5,2,1,21
pQBQ2I-M_3E,80673,4,2,1,21
sZpKOWqO2n8,159572,4,2,1,21
6nCE9BMDOV0,105194,5,2,1,21
i-Smc7e86xA,89454,5,2,1,21
kRc4q_5c5Ig,80495,4,2,1,21
musM6rblhH8,120058,5,2,1,21
vJrXg49tR9E,108747,5,2,1,21
