video_id,final_views,num_country,num_country_quantile,final_views_quantile,quantile
-4zrmoxD8Aw,2151551,4,2,3,23
-OIEK5PkSe0,1922385,5,2,3,23
0S8HT__wGhw,2343157,4,2,3,23
0WOquS6DKl8,8253384,5,2,3,23
1TxYn15OP7o,4066680,4,2,3,23
1fhepBQkyrU,4550609,5,2,3,23
2Jy7uFlNwwM,1443465,4,2,3,23
3LA5Ii9_e60,4303160,5,2,3,23
3gmCdjhhCN8,5409959,4,2,3,23
436KTJfQUYg,821069,4,2,3,23
7ZsXN-FNDoM,1391344,4,2,3,23
7oWNdo4YhSg,5057075,4,2,3,23
9kK9UU3dTo8,3251736,4,2,3,23
9kgt-o1Ur0g,635145,5,2,3,23
9x4FQnTObHc,1806933,4,2,3,23
AL7qrSfWGU8,2729222,4,2,3,23
As8G76S6c-o,2335818,4,2,3,23
CHUe5fjc1L8,4821398,4,2,3,23
G7ONrDab6cU,18640404,4,2,3,23
GgNYQI_Bs4s,27771974,4,2,3,23
H7PfMZ6ePvM,3169887,5,2,3,23
HSqOozhSugo,2222668,5,2,3,23
I2YFJ2b_WEQ,683503,4,2,3,23
J7_CKjK1zjk,6732073,4,2,3,23
Jeml6q-XcXk,1511028,4,2,3,23
JrlyWMuPqIA,3027846,5,2,3,23
KHcUNfiZlzo,3165595,4,2,3,23
LohOeyAf8mo,2603810,5,2,3,23
M82FSB7nsdI,2063438,4,2,3,23
Ni_HozIoNcE,908166,5,2,3,23
PivZWi-d54Q,716098,4,2,3,23
Q42eoXmipKA,695627,5,2,3,23
Q5p5kO5adsE,3481364,5,2,3,23
QQ5XqXlC62A,1135832,4,2,3,23
QiO0PV3EFIU,672293,5,2,3,23
RGlajbY9DEw,1288247,5,2,3,23
TymJ2fcKuCc,786266,4,2,3,23
WAS_OvTnTro,1821876,4,2,3,23
XOIZZEdfrfA,8294893,4,2,3,23
XnuJPdgPN3k,6170026,5,2,3,23
Y3HHNmAr9fU,1964851,5,2,3,23
YEoCQSXl_EY,8210141,4,2,3,23
_3JmhvKmRUQ,1917657,5,2,3,23
_7lmUOgTZ_4,668142,4,2,3,23
dnjNhcMsT1c,2937906,4,2,3,23
g0AOf2AZ-8w,8833175,4,2,3,23
g9spgkHS2bs,5606948,4,2,3,23
i6oCtmDGWuc,11382864,5,2,3,23
iQ-f4N2yzTM,9272968,4,2,3,23
kl3iebWkSW4,864180,5,2,3,23
l6Lq0vCxv94,2348497,5,2,3,23
lkLOtTaRRp4,1037967,4,2,3,23
mlY7Iiz4tiU,2194212,4,2,3,23
nOLIX1RvLWo,1502290,4,2,3,23
okNWx8jPVAM,5101523,5,2,3,23
p15cQlH1x7o,2974988,5,2,3,23
q9yowQh-FL4,1431656,4,2,3,23
tmJe-ty_jpk,18105056,4,2,3,23
vlaKBJtkZXw,723984,5,2,3,23
w_aLYQXmbhU,1732390,5,2,3,23
xC6J4T_hUKg,20821509,5,2,3,23
xFXzVG-ihrc,1507966,4,2,3,23
