video_id,final_views,num_country,num_country_quantile,final_views_quantile,quantile
-GczhcYIJNA,237225,2,1,2,12
1qLXvRzm-sY,406720,2,1,2,12
3eW3FX1Egm8,345385,3,1,2,12
3m8-iSxjyh4,374633,3,1,2,12
5bC-psuvqwg,202311,2,1,2,12
6AHoRf3WUJM,490722,2,1,2,12
84gcinHTAVk,280093,3,1,2,12
8_AphoH6e3w,215009,3,1,2,12
9GU8mYmpqQU,531590,3,1,2,12
9KHD3ReNT-M,295735,3,1,2,12
ATvYvY9reQw,221011,3,1,2,12
GAL6sxrAfjE,488006,2,1,2,12
HF5fxP5XB6I,264258,2,1,2,12
ITtsGb8YLgg,553403,2,1,2,12
Ia-sx1LyGtg,349941,3,1,2,12
LizUJ-1tq0k,283537,2,1,2,12
MviO_Gq0QVQ,265995,2,1,2,12
NeKoCuliHqo,212078,2,1,2,12
Nq8bJBUSMZs,322833,2,1,2,12
OQFE2CIKStI,551750,2,1,2,12
ORfoterKxhU,275800,2,1,2,12
T9NY1V6jOLk,229233,3,1,2,12
TM_Nk9IHJqA,208243,3,1,2,12
TNaOQBC9gGo,237766,2,1,2,12
TzuI22ZXrvM,325030,3,1,2,12
U4_Ririesss,273507,2,1,2,12
UXeEWnEhmmo,528193,2,1,2,12
UjSHnOc_X_U,376679,2,1,2,12
VQE27BbQDk0,470832,2,1,2,12
WdrpRlIzHVA,401519,3,1,2,12
XDj8Y-LiU3Q,202745,2,1,2,12
XWMusp-eI78,257674,2,1,2,12
XoiQCTi7dWU,414370,2,1,2,12
YYFD9vVnKQk,213445,2,1,2,12
Yc4tIXzbffQ,357998,3,1,2,12
_UWy9XFCz68,488600,2,1,2,12
a410lj0xUHw,398119,2,1,2,12
b6qzbULV2ss,280948,2,1,2,12
bwaf_10i5Yo,250643,3,1,2,12
cl7uH988qCw,316072,3,1,2,12
fTAaVo4rMwk,219037,2,1,2,12
h1_qokMofoo,466198,3,1,2,12
hHBO07da8g0,232192,2,1,2,12
ha8MrRgYkyw,383008,2,1,2,12
i9zXLGkORik,591598,2,1,2,12
iCIEL6Z5SXs,224594,3,1,2,12
lsKSAMRi0Ks,480984,3,1,2,12
mYIJ5pIrcU0,235324,2,1,2,12
nAGzl8GnW9g,494055,3,1,2,12
nShm8CeqvA8,325982,2,1,2,12
pBrNKI_bAjQ,435391,2,1,2,12
qcwKBT1p6CU,196007,2,1,2,12
ulH74Yjzsf4,575250,2,1,2,12
uzdOVuoAzwk,416763,2,1,2,12
vmawv-qXGgU,480422,2,1,2,12
x8CUaKrwn7Q,450717,2,1,2,12
y6qZYkc0oHg,264783,2,1,2,12
yjpVIux_x8g,318870,2,1,2,12
yr4OuUThPv0,399070,3,1,2,12
z3BjLvlHCgM,496532,3,1,2,12
z4O2RjBFN8U,419164,2,1,2,12
-hnOjzF2Hrw,362221,2,1,2,12
124IomBaAGw,479911,2,1,2,12
2ka7s61anxo,269608,2,1,2,12
4g6XdzHSgbg,219011,2,1,2,12
6FxADd-AAe0,441639,2,1,2,12
7L5evdN9Y74,513435,3,1,2,12
AgoFCWL7cHg,370186,3,1,2,12
BET-9TLl4WQ,299332,2,1,2,12
CvWzh44R60k,384921,2,1,2,12
Deb8yxk3C2o,502908,3,1,2,12
E-wK3eA9ejg,249814,2,1,2,12
FTRr9PVsjNU,289364,3,1,2,12
GcDDZhencl8,227282,2,1,2,12
HiHdkJTEotA,293416,3,1,2,12
J_A8Cxgowsg,322968,3,1,2,12
ReEwJYLFBv0,555206,3,1,2,12
TJVcZpnK1YA,466703,3,1,2,12
TVRC4Gvvlc0,311250,3,1,2,12
VUnyD16qiyg,348314,2,1,2,12
_6knTll0yg4,404326,2,1,2,12
bAxQ6HQ0jHc,229971,2,1,2,12
bhulfsqLIWc,518106,3,1,2,12
cHULUB4Ah2E,313610,3,1,2,12
pnnfdiOX4g8,366681,3,1,2,12
qJMfKxCpmsY,515519,2,1,2,12
qtTq2kbIUP4,330739,2,1,2,12
v4OnsFozarA,504836,2,1,2,12
yYu0V5NSoTs,428904,3,1,2,12
-3NNE53IrJM,499280,2,1,2,12
3zA7BXn1hBU,376454,3,1,2,12
4KYoBFGEsAE,511901,2,1,2,12
9eRt_mrKOIQ,327286,2,1,2,12
A4cJy766x8U,251824,2,1,2,12
EoPtviio-FQ,485379,2,1,2,12
QoNFu678EKE,259296,2,1,2,12
VKaSzvG0898,294655,3,1,2,12
XFL6Dl7D4w4,392196,2,1,2,12
XH8D_uonAu8,206371,2,1,2,12
a1rsrNSWzCk,213152,3,1,2,12
dEnshwPPTaQ,283806,3,1,2,12
e1l_s7CpkvM,261747,3,1,2,12
kZI-VuiH8gc,412585,2,1,2,12
m5RKru0zKbQ,285505,3,1,2,12
m5rw6RKETE0,374910,3,1,2,12
nu16AD4Ry0k,340415,3,1,2,12
oY2Eg3QE9BM,285254,2,1,2,12
ujAz2duZyVk,222917,2,1,2,12
yzjCUfNWNTU,391289,2,1,2,12
zjTf6SexloU,452032,3,1,2,12
6cRt1xoi-w4,571045,2,1,2,12
7BHbrfOVurQ,455368,2,1,2,12
7Buckt9k-qk,317205,2,1,2,12
CVlvDVts57w,309615,3,1,2,12
CzBsAD0tdhc,422223,2,1,2,12
Ewys1nGA7i4,246829,2,1,2,12
I3cu0RNSxGo,404442,2,1,2,12
Ihm6bkJykZo,271859,3,1,2,12
QunVAWABQSc,513594,2,1,2,12
W4BToTZDAnE,449610,2,1,2,12
aUy360OjsB0,316307,2,1,2,12
bicZBXoWDrY,347165,2,1,2,12
dzs0NfM1jBs,226178,2,1,2,12
hPTt7xzTNpM,346365,2,1,2,12
nLuvFdYGp3g,252740,2,1,2,12
nmtHlCMdgBc,502989,2,1,2,12
q-t1Pu_fdPw,387908,2,1,2,12
tNqBs1Xsgg4,440455,2,1,2,12
w9TiKRw1Z8Y,344133,2,1,2,12
zZexzwJuiyU,569998,3,1,2,12
2ir0acF-UD0,338606,2,1,2,12
38ZTEyqqj9Q,257812,2,1,2,12
3WGilswRR5I,382417,2,1,2,12
8KJX2vCfVQg,301459,2,1,2,12
AkWT5ddPkNg,398537,3,1,2,12
BN18mlIOzmQ,368742,2,1,2,12
EwBFV6Q7Y_U,280885,2,1,2,12
IJguV6V0ttI,219611,2,1,2,12
IS07b6UqxL4,524204,2,1,2,12
IiA2SSs0YGo,454573,2,1,2,12
RwwRBWZ0HGI,348883,2,1,2,12
TuhuJfODdgQ,419225,2,1,2,12
YuJHrxKUTu0,467405,2,1,2,12
dZtOhqkllNU,216237,2,1,2,12
dlcCqLOGAvA,385430,2,1,2,12
mNTfFBLpz1E,264382,2,1,2,12
urzI2RqeokM,588025,2,1,2,12
wLnpQSUZUqA,214564,3,1,2,12
xLPEs2SYOT0,478065,2,1,2,12
xOd5QYq79-c,331978,2,1,2,12
ye1oDGYEVS4,323115,3,1,2,12
1T5mUM13RJo,212491,2,1,2,12
2HUUIZRgw1I,258650,2,1,2,12
3yDHxm-Zrfg,342129,2,1,2,12
C_eUW0VfF00,463617,2,1,2,12
FgINtyYR2e4,369113,3,1,2,12
GCaF8-KZkjk,443220,3,1,2,12
KeAdLsmu9vo,517750,2,1,2,12
S16XfjWnPJ0,552377,2,1,2,12
S2UKr2wVQjo,371142,2,1,2,12
_w_H7vxWFzc,354386,2,1,2,12
dQ-czhFThBM,429666,2,1,2,12
fQ3szcRMJl0,221620,2,1,2,12
kZD9HOex34Q,384922,2,1,2,12
nd_6pzYdZFA,412450,2,1,2,12
rzwzvgDrhe8,283278,2,1,2,12
tN2sQdroWyQ,524896,2,1,2,12
xuNHBDLKs9o,238899,2,1,2,12
yRqwF05wZ1M,226762,3,1,2,12
3162u8bZ5fc,280079,2,1,2,12
5-P0ti2Qdto,442538,2,1,2,12
7LSriMwnHxs,307228,3,1,2,12
GK1GpPI5v0M,354144,2,1,2,12
HHV1oP9fSms,501084,2,1,2,12
I2x5MA8cqB8,303381,2,1,2,12
PICNflyHw-g,364856,3,1,2,12
U8IvIaJnH0Q,418328,3,1,2,12
d1CgvZY2s4M,457397,3,1,2,12
eXLb3CZbkdU,530013,2,1,2,12
gzadpAeO5gc,390540,2,1,2,12
i_ssl82III8,574556,2,1,2,12
jQIiJd71hgE,221438,2,1,2,12
lQYX6Fkhw6w,369292,2,1,2,12
sEjplW7a6jA,340349,2,1,2,12
u22alPd_-SY,289436,3,1,2,12
ul5bwrlLr7U,237471,2,1,2,12
v5wBFyFOqDo,217470,2,1,2,12
zUOY1C0G8_Y,234980,3,1,2,12
1qERF689qt8,547853,2,1,2,12
2muEPP2fmfM,220279,3,1,2,12
5DCdcvjYLm4,257582,2,1,2,12
7Nq3liAdMD0,438592,2,1,2,12
7QRiST4jpv4,410339,2,1,2,12
BO26vKhqjho,417891,2,1,2,12
FDatXtisbDI,277004,2,1,2,12
M8Z9QD1KHXY,332406,2,1,2,12
Of9GTFccg30,272703,2,1,2,12
P0yt64PnYCs,230677,3,1,2,12
RCNXsrW8A-I,361866,3,1,2,12
RgxM1Rv7hCs,403273,2,1,2,12
SA7Ku3ktA0Q,310908,2,1,2,12
SW8V6N5Iq50,558152,3,1,2,12
TEF1w60jqLk,351378,2,1,2,12
TWZ6z8gqBIs,200280,2,1,2,12
XqcmfIBmFOU,451404,2,1,2,12
